Name	Type	Length	%GC	Description 	    
t0699	N	531	40.87	AE014613_785182_785712 [CDS]	Salmonella enterica subsp. enterica serovar
yehR	N	459	43.57	AE014613_785884_786342 [CDS]	Salmonella enterica subsp. enterica serovar
metG	N	2034	54.92	AE014613_786583_788616 [CDS]	Salmonella enterica subsp. enterica serovar
mrp	N	1110	56.13	AE014613_788781_789890 [CDS]	Salmonella enterica subsp. enterica serovar
yehE	N	282	48.23	AE014613_790168_790449 [CDS]	Salmonella enterica subsp. enterica serovar
stcA	N	531	42.56	AE014613_790728_791258 [CDS]	Salmonella enterica subsp. enterica serovar
stcB	N	684	39.77	AE014613_791314_791997 [CDS]	Salmonella enterica subsp. enterica serovar
stcD	N	1008	41.27	AE014613_794515_795522 [CDS]	Salmonella enterica subsp. enterica serovar
yohN	N	315	47.62	AE014613_795784_796098 [CDS]	Salmonella enterica subsp. enterica serovar
t0709	N	798	60.90	AE014613_796508_797305 [CDS]	Salmonella enterica subsp. enterica serovar
thiD	N	801	60.17	AE014613_797292_798092 [CDS]	Salmonella enterica subsp. enterica serovar
t0711	N	747	53.41	AE014613_798128_798874 [CDS]	Salmonella enterica subsp. enterica serovar
t0712	N	966	61.08	AE014613_798848_799813 [CDS]	Salmonella enterica subsp. enterica serovar
t0713	N	1005	58.61	AE014613_799810_800814 [CDS]	Salmonella enterica subsp. enterica serovar
t0714	N	1272	51.26	AE014613_800811_802082 [CDS]	Salmonella enterica subsp. enterica serovar
fbaB	N	1053	52.90	AE014613_802336_803388 [CDS]	Salmonella enterica subsp. enterica serovar
t0717	N	117	47.86	AE014613_804424_804540 [CDS]	Salmonella enterica subsp. enterica serovar
t0718	N	336	51.49	AE014613_804905_805240 [CDS]	Salmonella enterica subsp. enterica serovar
t0719	N	417	32.61	AE014613_805362_805778 [CDS]	Salmonella enterica subsp. enterica serovar
t0720	N	1362	54.77	AE014613_806419_807780 [CDS]	Salmonella enterica subsp. enterica serovar
t0721	N	618	48.71	AE014613_807944_808561 [CDS]	Salmonella enterica subsp. enterica serovar
t0722	N	198	33.33	AE014613_808586_808783 [CDS]	Salmonella enterica subsp. enterica serovar
t0723	N	99	42.42	AE014613_808880_808978 [CDS]	Salmonella enterica subsp. enterica serovar
t0724	N	420	34.29	AE014613_809218_809637 [CDS]	Salmonella enterica subsp. enterica serovar
t0727	N	303	26.73	AE014613_810444_810746 [CDS]	Salmonella enterica subsp. enterica serovar
t0728	N	501	36.13	AE014613_810877_811377 [CDS]	Salmonella enterica subsp. enterica serovar
t0729	N	696	32.33	AE014613_811448_812143 [CDS]	Salmonella enterica subsp. enterica serovar
t0730	N	279	29.75	AE014613_812113_812391 [CDS]	Salmonella enterica subsp. enterica serovar
t0731	N	603	31.01	AE014613_812460_813062 [CDS]	Salmonella enterica subsp. enterica serovar
t0732	N	480	29.58	AE014613_813172_813651 [CDS]	Salmonella enterica subsp. enterica serovar
t0733	N	450	32.00	AE014613_813719_814168 [CDS]	Salmonella enterica subsp. enterica serovar
t0734	N	444	36.04	AE014613_814284_814727 [CDS]	Salmonella enterica subsp. enterica serovar
t0735	N	714	31.79	AE014613_814829_815542 [CDS]	Salmonella enterica subsp. enterica serovar
t0736	N	720	53.47	AE014613_815696_816415 [CDS]	Salmonella enterica subsp. enterica serovar
t0737	N	2112	53.46	AE014613_816420_818531 [CDS]	Salmonella enterica subsp. enterica serovar
t0738	N	708	56.78	AE014613_818542_819249 [CDS]	Salmonella enterica subsp. enterica serovar
t0739	N	885	50.06	AE014613_819259_820143 [CDS]	Salmonella enterica subsp. enterica serovar
t0740	N	303	45.54	AE014613_820143_820445 [CDS]	Salmonella enterica subsp. enterica serovar
baeR	N	723	53.25	AE014613_820714_821436 [CDS]	Salmonella enterica subsp. enterica serovar
baeS	N	1404	56.84	AE014613_821433_822836 [CDS]	Salmonella enterica subsp. enterica serovar
yegB	N	1413	54.21	AE014613_822836_824248 [CDS]	Salmonella enterica subsp. enterica serovar
t0744	N	3081	56.80	AE014613_824245_827325 [CDS]	Salmonella enterica subsp. enterica serovar
yegN	N	3123	58.25	AE014613_827326_830448 [CDS]	Salmonella enterica subsp. enterica serovar
t0746	N	1242	57.73	AE014613_830448_831689 [CDS]	Salmonella enterica subsp. enterica serovar
yegD	N	1353	59.28	AE014613_832130_833482 [CDS]	Salmonella enterica subsp. enterica serovar
alkA	N	870	61.15	AE014613_833616_834485 [CDS]	Salmonella enterica subsp. enterica serovar
yegE	N	2991	54.13	AE014613_834453_837443 [CDS]	Salmonella enterica subsp. enterica serovar
udk	N	642	46.88	AE014613_837774_838415 [CDS]	Salmonella enterica subsp. enterica serovar
dcd	N	582	59.11	AE014613_838506_839087 [CDS]	Salmonella enterica subsp. enterica serovar
asmA	N	1857	55.63	AE014613_839126_840982 [CDS]	Salmonella enterica subsp. enterica serovar
yegH	N	1581	54.21	AE014613_841068_842648 [CDS]	Salmonella enterica subsp. enterica serovar
wza	N	1140	53.95	AE014613_843322_844461 [CDS]	Salmonella enterica subsp. enterica serovar
wzb	N	450	57.11	AE014613_844467_844916 [CDS]	Salmonella enterica subsp. enterica serovar
wzc	N	2160	53.89	AE014613_844913_847072 [CDS]	Salmonella enterica subsp. enterica serovar
wcaA	N	843	50.53	AE014613_847159_848001 [CDS]	Salmonella enterica subsp. enterica serovar
wcaB	N	489	56.44	AE014613_848004_848492 [CDS]	Salmonella enterica subsp. enterica serovar
wcaC	N	1218	55.25	AE014613_848489_849706 [CDS]	Salmonella enterica subsp. enterica serovar
wcaE	N	747	49.13	AE014613_850907_851653 [CDS]	Salmonella enterica subsp. enterica serovar
wcaF	N	555	49.73	AE014613_851669_852223 [CDS]	Salmonella enterica subsp. enterica serovar
gmd	N	1122	55.97	AE014613_852247_853368 [CDS]	Salmonella enterica subsp. enterica serovar
fcl	N	966	59.94	AE014613_853371_854336 [CDS]	Salmonella enterica subsp. enterica serovar
wcaH	N	480	60.21	AE014613_854333_854812 [CDS]	Salmonella enterica subsp. enterica serovar
wcaI	N	1224	57.68	AE014613_854809_856032 [CDS]	Salmonella enterica subsp. enterica serovar
manC	N	1443	60.22	AE014613_856029_857471 [CDS]	Salmonella enterica subsp. enterica serovar
manB	N	1371	61.71	AE014613_857582_858952 [CDS]	Salmonella enterica subsp. enterica serovar
wcaJ	N	1395	53.55	AE014613_859006_860400 [CDS]	Salmonella enterica subsp. enterica serovar
wzxC	N	1479	51.45	AE014613_860502_861980 [CDS]	Salmonella enterica subsp. enterica serovar
t0772	N	1221	56.51	AE014613_863277_864497 [CDS]	Salmonella enterica subsp. enterica serovar
t0773	N	1404	51.00	AE014613_864508_865911 [CDS]	Salmonella enterica subsp. enterica serovar
galF	N	894	51.68	AE014613_866089_866982 [CDS]	Salmonella enterica subsp. enterica serovar
rfbB	N	1086	43.83	AE014613_867359_868444 [CDS]	Salmonella enterica subsp. enterica serovar
rfbD	N	900	50.33	AE014613_868444_869343 [CDS]	Salmonella enterica subsp. enterica serovar
rfbA	N	879	44.48	AE014613_869391_870269 [CDS]	Salmonella enterica subsp. enterica serovar
rfbC	N	552	40.04	AE014613_870270_870821 [CDS]	Salmonella enterica subsp. enterica serovar
rfbI	N	975	40.82	AE014613_870827_871801 [CDS]	Salmonella enterica subsp. enterica serovar
rfbF	N	774	43.54	AE014613_871817_872590 [CDS]	Salmonella enterica subsp. enterica serovar
rfbG	N	1080	43.70	AE014613_872595_873674 [CDS]	Salmonella enterica subsp. enterica serovar
rfbH	N	1314	44.29	AE014613_873701_875014 [CDS]	Salmonella enterica subsp. enterica serovar
rfbS	N	840	33.21	AE014613_875049_875888 [CDS]	Salmonella enterica subsp. enterica serovar
rfbE	N	1017	35.10	AE014613_875885_876901 [CDS]	Salmonella enterica subsp. enterica serovar
rfbX	N	1299	31.79	AE014613_876972_878270 [CDS]	Salmonella enterica subsp. enterica serovar
rfbV	N	1002	32.63	AE014613_878272_879273 [CDS]	Salmonella enterica subsp. enterica serovar
rfbU	N	1062	34.18	AE014613_879848_880909 [CDS]	Salmonella enterica subsp. enterica serovar
rfbN	N	945	37.46	AE014613_880910_881854 [CDS]	Salmonella enterica subsp. enterica serovar
rfbM	N	1440	40.42	AE014613_881855_883294 [CDS]	Salmonella enterica subsp. enterica serovar
rfbK	N	1434	40.52	AE014613_883281_884714 [CDS]	Salmonella enterica subsp. enterica serovar
rfbP	N	1431	37.04	AE014613_884786_886216 [CDS]	Salmonella enterica subsp. enterica serovar
gnd	N	1407	51.81	AE014613_886380_887786 [CDS]	Salmonella enterica subsp. enterica serovar
ugd	N	1167	43.36	AE014613_888023_889189 [CDS]	Salmonella enterica subsp. enterica serovar
cld	N	984	51.52	AE014613_889332_890315 [CDS]	Salmonella enterica subsp. enterica serovar
hisI	N	612	53.43	AE014613_890396_891007 [CDS]	Salmonella enterica subsp. enterica serovar
hisF	N	777	54.95	AE014613_891001_891777 [CDS]	Salmonella enterica subsp. enterica serovar
hisA	N	738	58.13	AE014613_891759_892496 [CDS]	Salmonella enterica subsp. enterica serovar
hisH	N	591	56.01	AE014613_892496_893086 [CDS]	Salmonella enterica subsp. enterica serovar
hisB	N	1068	51.97	AE014613_893086_894153 [CDS]	Salmonella enterica subsp. enterica serovar
hisC	N	1080	56.02	AE014613_894150_895229 [CDS]	Salmonella enterica subsp. enterica serovar
hisD	N	1305	58.85	AE014613_895226_896530 [CDS]	Salmonella enterica subsp. enterica serovar
hisG	N	900	55.56	AE014613_896633_897532 [CDS]	Salmonella enterica subsp. enterica serovar
hisL	N	42	40.48	AE014613_897679_897720 [CDS]	Salmonella enterica subsp. enterica serovar
t0804	N	825	56.85	AE014613_897883_898707 [CDS]	Salmonella enterica subsp. enterica serovar
t0805	N	915	52.79	AE014613_898753_899667 [CDS]	Salmonella enterica subsp. enterica serovar
yeeF	N	1365	54.07	AE014613_899947_901311 [CDS]	Salmonella enterica subsp. enterica serovar
sbcB	N	1431	53.95	AE014613_901447_902877 [CDS]	Salmonella enterica subsp. enterica serovar
phsA	N	2277	55.12	AE014613_906205_908481 [CDS]	Salmonella enterica subsp. enterica serovar
phsB	N	579	54.23	AE014613_908496_909074 [CDS]	Salmonella enterica subsp. enterica serovar
phsC	N	765	52.16	AE014613_909071_909835 [CDS]	Salmonella enterica subsp. enterica serovar
sbmC	N	468	50.85	AE014613_911282_911749 [CDS]	Salmonella enterica subsp. enterica serovar
yeeA	N	1059	53.35	AE014613_911868_912926 [CDS]	Salmonella enterica subsp. enterica serovar
t0815	N	336	46.73	AE014613_913171_913506 [CDS]	Salmonella enterica subsp. enterica serovar
pduX	N	903	55.70	AE014613_913540_914442 [CDS]	Salmonella enterica subsp. enterica serovar
t0817	N	1215	52.67	AE014613_914500_915714 [CDS]	Salmonella enterica subsp. enterica serovar
pduV	N	453	56.51	AE014613_915699_916151 [CDS]	Salmonella enterica subsp. enterica serovar
t0819	N	351	55.27	AE014613_916156_916506 [CDS]	Salmonella enterica subsp. enterica serovar
pduT	N	555	58.20	AE014613_916506_917060 [CDS]	Salmonella enterica subsp. enterica serovar
pduS	N	1329	61.78	AE014613_917063_918391 [CDS]	Salmonella enterica subsp. enterica serovar
pduQ	N	1113	59.93	AE014613_918415_919527 [CDS]	Salmonella enterica subsp. enterica serovar
pduP	N	1395	57.92	AE014613_919539_920933 [CDS]	Salmonella enterica subsp. enterica serovar
pduO	N	1011	60.53	AE014613_920930_921940 [CDS]	Salmonella enterica subsp. enterica serovar
pduM	N	492	61.38	AE014613_922228_922719 [CDS]	Salmonella enterica subsp. enterica serovar
pduL	N	633	58.45	AE014613_922716_923348 [CDS]	Salmonella enterica subsp. enterica serovar
pduK	N	483	56.31	AE014613_923348_923830 [CDS]	Salmonella enterica subsp. enterica serovar
pduJ	N	276	55.43	AE014613_923834_924109 [CDS]	Salmonella enterica subsp. enterica serovar
pduH	N	351	57.83	AE014613_924129_924479 [CDS]	Salmonella enterica subsp. enterica serovar
pduG	N	1833	59.14	AE014613_924469_926301 [CDS]	Salmonella enterica subsp. enterica serovar
pduE	N	522	56.32	AE014613_926508_927029 [CDS]	Salmonella enterica subsp. enterica serovar
pduD	N	675	56.89	AE014613_927044_927718 [CDS]	Salmonella enterica subsp. enterica serovar
pduC	N	1665	56.88	AE014613_927729_929393 [CDS]	Salmonella enterica subsp. enterica serovar
pduB	N	702	60.97	AE014613_929412_930113 [CDS]	Salmonella enterica subsp. enterica serovar
pduA	N	285	53.68	AE014613_930221_930505 [CDS]	Salmonella enterica subsp. enterica serovar
pduF	N	795	50.44	AE014613_931030_931824 [CDS]	Salmonella enterica subsp. enterica serovar
pocR	N	915	46.01	AE014613_932041_932955 [CDS]	Salmonella enterica subsp. enterica serovar
cbiA	N	1425	55.79	AE014613_933507_934931 [CDS]	Salmonella enterica subsp. enterica serovar
cbiB	N	960	59.58	AE014613_934928_935887 [CDS]	Salmonella enterica subsp. enterica serovar
cbiD	N	1140	55.70	AE014613_936377_937516 [CDS]	Salmonella enterica subsp. enterica serovar
cbiE	N	606	58.09	AE014613_937510_938115 [CDS]	Salmonella enterica subsp. enterica serovar
cbiT	N	579	56.13	AE014613_938105_938683 [CDS]	Salmonella enterica subsp. enterica serovar
cbiF	N	774	57.36	AE014613_938667_939440 [CDS]	Salmonella enterica subsp. enterica serovar
cbiG	N	1056	55.40	AE014613_939421_940476 [CDS]	Salmonella enterica subsp. enterica serovar
cbiH	N	726	56.61	AE014613_940476_941201 [CDS]	Salmonella enterica subsp. enterica serovar
cbiL	N	714	57.84	AE014613_942781_943494 [CDS]	Salmonella enterica subsp. enterica serovar
cbiN	N	282	50.00	AE014613_944229_944510 [CDS]	Salmonella enterica subsp. enterica serovar
cbiQ	N	678	53.83	AE014613_944497_945174 [CDS]	Salmonella enterica subsp. enterica serovar
cbiO	N	816	52.33	AE014613_945183_945998 [CDS]	Salmonella enterica subsp. enterica serovar
cbiP	N	1521	55.88	AE014613_945995_947515 [CDS]	Salmonella enterica subsp. enterica serovar
cobU	N	546	54.95	AE014613_947512_948057 [CDS]	Salmonella enterica subsp. enterica serovar
cobS	N	744	56.85	AE014613_948054_948797 [CDS]	Salmonella enterica subsp. enterica serovar
cobT	N	1071	59.10	AE014613_948824_949894 [CDS]	Salmonella enterica subsp. enterica serovar
erfK	N	930	52.04	AE014613_949972_950901 [CDS]	Salmonella enterica subsp. enterica serovar
t0860	N	171	47.95	AE014613_950952_951122 [CDS]	Salmonella enterica subsp. enterica serovar
t0862	N	1458	53.16	AE014613_951362_952819 [CDS]	Salmonella enterica subsp. enterica serovar
t0864	N	81	38.27	AE014613_953456_953536 [CDS]	Salmonella enterica subsp. enterica serovar
t0865	N	387	47.55	AE014613_953533_953919 [CDS]	Salmonella enterica subsp. enterica serovar
t0866	N	327	41.28	AE014613_953913_954239 [CDS]	Salmonella enterica subsp. enterica serovar
t0867	N	162	40.74	AE014613_954228_954389 [CDS]	Salmonella enterica subsp. enterica serovar
amn	N	1455	54.09	AE014613_954435_955889 [CDS]	Salmonella enterica subsp. enterica serovar
t0869	N	864	40.05	AE014613_956794_957657 [CDS]	Salmonella enterica subsp. enterica serovar
t0870	N	237	44.30	AE014613_962479_962715 [CDS]	Salmonella enterica subsp. enterica serovar
t0871	N	2961	41.10	AE014613_970921_973881 [CDS]	Salmonella enterica subsp. enterica serovar
t0872	N	522	42.53	AE014613_973891_974412 [CDS]	Salmonella enterica subsp. enterica serovar
t0874	N	174	49.43	AE014613_979149_979322 [CDS]	Salmonella enterica subsp. enterica serovar
t0875	N	177	42.37	AE014613_979325_979501 [CDS]	Salmonella enterica subsp. enterica serovar
t0877	N	798	51.38	AE014613_979751_980548 [CDS]	Salmonella enterica subsp. enterica serovar
t0879	N	162	50.00	AE014613_981029_981190 [CDS]	Salmonella enterica subsp. enterica serovar
umuD	N	420	50.00	AE014613_981317_981736 [CDS]	Salmonella enterica subsp. enterica serovar
umuC	N	1269	54.45	AE014613_981739_983007 [CDS]	Salmonella enterica subsp. enterica serovar
cspB	N	213	42.72	AE014613_983453_983665 [CDS]	Salmonella enterica subsp. enterica serovar
ompS	N	1185	50.55	AE014613_984125_985309 [CDS]	Salmonella enterica subsp. enterica serovar
t0884	N	312	56.41	AE014613_985960_986271 [CDS]	Salmonella enterica subsp. enterica serovar
yedJ	N	696	54.89	AE014613_986351_987046 [CDS]	Salmonella enterica subsp. enterica serovar
dcm	N	1431	54.09	AE014613_987120_988550 [CDS]	Salmonella enterica subsp. enterica serovar
vsr	N	471	56.05	AE014613_988531_989001 [CDS]	Salmonella enterica subsp. enterica serovar
yedA	N	921	55.81	AE014613_988990_989910 [CDS]	Salmonella enterica subsp. enterica serovar
t0890	N	246	51.63	AE014613_991014_991259 [CDS]	Salmonella enterica subsp. enterica serovar
t0891	N	1704	53.11	AE014613_991424_993127 [CDS]	Salmonella enterica subsp. enterica serovar
t0892	N	816	55.51	AE014613_993106_993921 [CDS]	Salmonella enterica subsp. enterica serovar
yodD	N	228	47.81	AE014613_994231_994458 [CDS]	Salmonella enterica subsp. enterica serovar
dsrB	N	198	53.03	AE014613_994584_994781 [CDS]	Salmonella enterica subsp. enterica serovar
rcsA	N	624	38.62	AE014613_994820_995443 [CDS]	Salmonella enterica subsp. enterica serovar
fliR	N	795	50.94	AE014613_995725_996519 [CDS]	Salmonella enterica subsp. enterica serovar
fliQ	N	270	51.48	AE014613_996528_996797 [CDS]	Salmonella enterica subsp. enterica serovar
fliP	N	738	53.66	AE014613_996807_997544 [CDS]	Salmonella enterica subsp. enterica serovar
fliO	N	378	60.85	AE014613_997544_997921 [CDS]	Salmonella enterica subsp. enterica serovar
fliN	N	414	54.59	AE014613_997921_998334 [CDS]	Salmonella enterica subsp. enterica serovar
fliM	N	1005	53.33	AE014613_998331_999335 [CDS]	Salmonella enterica subsp. enterica serovar
fliL	N	468	54.06	AE014613_999340_999807 [CDS]	Salmonella enterica subsp. enterica serovar
fliK	N	1230	60.81	AE014613_999912_1001141 [CDS]	Salmonella enterica subsp. enterica serovar
fliJ	N	444	51.35	AE014613_1001138_1001581 [CDS]	Salmonella enterica subsp. enterica serovar
fliI	N	1371	59.88	AE014613_1001603_1002973 [CDS]	Salmonella enterica subsp. enterica serovar
fliH	N	708	60.73	AE014613_1002973_1003680 [CDS]	Salmonella enterica subsp. enterica serovar
fliG	N	996	55.32	AE014613_1003673_1004668 [CDS]	Salmonella enterica subsp. enterica serovar
fliF	N	1683	56.86	AE014613_1004661_1006343 [CDS]	Salmonella enterica subsp. enterica serovar
fliE	N	315	54.60	AE014613_1006560_1006874 [CDS]	Salmonella enterica subsp. enterica serovar
t0910	N	354	42.37	AE014613_1006994_1007347 [CDS]	Salmonella enterica subsp. enterica serovar
yedF	N	234	49.15	AE014613_1007645_1007878 [CDS]	Salmonella enterica subsp. enterica serovar
yedE	N	1266	56.71	AE014613_1007875_1009140 [CDS]	Salmonella enterica subsp. enterica serovar
yedD	N	414	58.21	AE014613_1009329_1009742 [CDS]	Salmonella enterica subsp. enterica serovar
amyA	N	1485	51.31	AE014613_1009782_1011266 [CDS]	Salmonella enterica subsp. enterica serovar
fliT	N	369	50.14	AE014613_1011338_1011706 [CDS]	Salmonella enterica subsp. enterica serovar
fliS	N	408	49.75	AE014613_1011706_1012113 [CDS]	Salmonella enterica subsp. enterica serovar
fliD	N	1404	49.50	AE014613_1012128_1013531 [CDS]	Salmonella enterica subsp. enterica serovar
fliC	N	1521	47.60	AE014613_1013788_1015308 [CDS]	Salmonella enterica subsp. enterica serovar
fliA	N	720	54.72	AE014613_1016788_1017507 [CDS]	Salmonella enterica subsp. enterica serovar
fliZ	N	552	49.09	AE014613_1017566_1018117 [CDS]	Salmonella enterica subsp. enterica serovar
fliY	N	801	51.56	AE014613_1018264_1019064 [CDS]	Salmonella enterica subsp. enterica serovar
t0923	N	987	57.04	AE014613_1019218_1020204 [CDS]	Salmonella enterica subsp. enterica serovar
yecS	N	669	54.86	AE014613_1020225_1020893 [CDS]	Salmonella enterica subsp. enterica serovar
t0925	N	753	54.85	AE014613_1020890_1021642 [CDS]	Salmonella enterica subsp. enterica serovar
sdiA	N	723	48.96	AE014613_1021875_1022597 [CDS]	Salmonella enterica subsp. enterica serovar
yecF	N	225	48.89	AE014613_1022664_1022888 [CDS]	Salmonella enterica subsp. enterica serovar
t0928	N	156	40.38	AE014613_1022885_1023040 [CDS]	Salmonella enterica subsp. enterica serovar
sirA	N	657	51.29	AE014613_1023352_1024008 [CDS]	Salmonella enterica subsp. enterica serovar
uvrC	N	1833	53.46	AE014613_1024005_1025837 [CDS]	Salmonella enterica subsp. enterica serovar
pgsA	N	549	55.01	AE014613_1025894_1026442 [CDS]	Salmonella enterica subsp. enterica serovar
t0935	N	138	30.43	AE014613_1027143_1027280 [CDS]	Salmonella enterica subsp. enterica serovar
t0936	N	201	40.30	AE014613_1027273_1027473 [CDS]	Salmonella enterica subsp. enterica serovar
t0937	N	1434	48.95	AE014613_1027693_1029126 [CDS]	Salmonella enterica subsp. enterica serovar
t0938	N	192	41.67	AE014613_1029339_1029530 [CDS]	Salmonella enterica subsp. enterica serovar
t0939	N	117	41.03	AE014613_1029548_1029664 [CDS]	Salmonella enterica subsp. enterica serovar
yecA	N	666	53.30	AE014613_1029903_1030568 [CDS]	Salmonella enterica subsp. enterica serovar
tyrP	N	1212	55.78	AE014613_1030643_1031854 [CDS]	Salmonella enterica subsp. enterica serovar
yecH	N	240	52.08	AE014613_1032081_1032320 [CDS]	Salmonella enterica subsp. enterica serovar
ftnA	N	498	45.78	AE014613_1032366_1032863 [CDS]	Salmonella enterica subsp. enterica serovar
t0944	N	336	52.68	AE014613_1033103_1033438 [CDS]	Salmonella enterica subsp. enterica serovar
yecI	N	504	48.81	AE014613_1033769_1034272 [CDS]	Salmonella enterica subsp. enterica serovar
t0946	N	558	54.66	AE014613_1034822_1035379 [CDS]	Salmonella enterica subsp. enterica serovar
otsB	N	804	54.35	AE014613_1036013_1036816 [CDS]	Salmonella enterica subsp. enterica serovar
otsA	N	1422	52.04	AE014613_1036791_1038212 [CDS]	Salmonella enterica subsp. enterica serovar
yecG	N	396	51.52	AE014613_1038262_1038657 [CDS]	Salmonella enterica subsp. enterica serovar
t0951	N	117	35.90	AE014613_1038654_1038770 [CDS]	Salmonella enterica subsp. enterica serovar
flhD	N	351	48.15	AE014613_1039444_1039794 [CDS]	Salmonella enterica subsp. enterica serovar
flhC	N	585	50.26	AE014613_1039791_1040375 [CDS]	Salmonella enterica subsp. enterica serovar
motA	N	888	51.35	AE014613_1040503_1041390 [CDS]	Salmonella enterica subsp. enterica serovar
motB	N	930	54.30	AE014613_1041387_1042316 [CDS]	Salmonella enterica subsp. enterica serovar
cheA	N	2016	54.96	AE014613_1042321_1044336 [CDS]	Salmonella enterica subsp. enterica serovar
cheW	N	504	52.98	AE014613_1044357_1044860 [CDS]	Salmonella enterica subsp. enterica serovar
tar	N	1662	55.66	AE014613_1045097_1046758 [CDS]	Salmonella enterica subsp. enterica serovar
cheR	N	867	52.48	AE014613_1046919_1047785 [CDS]	Salmonella enterica subsp. enterica serovar
cheB	N	1050	55.71	AE014613_1047782_1048831 [CDS]	Salmonella enterica subsp. enterica serovar
cheY	N	390	51.28	AE014613_1048849_1049238 [CDS]	Salmonella enterica subsp. enterica serovar
cheZ	N	645	57.83	AE014613_1049249_1049893 [CDS]	Salmonella enterica subsp. enterica serovar
flhB	N	1152	55.90	AE014613_1050087_1051238 [CDS]	Salmonella enterica subsp. enterica serovar
flhA	N	2079	56.08	AE014613_1051231_1053309 [CDS]	Salmonella enterica subsp. enterica serovar
flhE	N	393	58.27	AE014613_1053309_1053701 [CDS]	Salmonella enterica subsp. enterica serovar
t0966	N	1137	52.68	AE014613_1053941_1055077 [CDS]	Salmonella enterica subsp. enterica serovar
argS	N	1734	55.13	AE014613_1057191_1058924 [CDS]	Salmonella enterica subsp. enterica serovar
t0969	N	570	53.51	AE014613_1059161_1059730 [CDS]	Salmonella enterica subsp. enterica serovar
cutC	N	780	53.72	AE014613_1059750_1060529 [CDS]	Salmonella enterica subsp. enterica serovar
t0971	N	972	54.84	AE014613_1060733_1061704 [CDS]	Salmonella enterica subsp. enterica serovar
t0972	N	744	53.23	AE014613_1061701_1062444 [CDS]	Salmonella enterica subsp. enterica serovar
t0973	N	396	52.53	AE014613_1062485_1062880 [CDS]	Salmonella enterica subsp. enterica serovar
yecE	N	819	56.41	AE014613_1062933_1063751 [CDS]	Salmonella enterica subsp. enterica serovar
yecD	N	567	56.08	AE014613_1063748_1064314 [CDS]	Salmonella enterica subsp. enterica serovar
aspS	N	1773	56.40	AE014613_1064639_1066411 [CDS]	Salmonella enterica subsp. enterica serovar
ntpA	N	453	52.98	AE014613_1066514_1066966 [CDS]	Salmonella enterica subsp. enterica serovar
yebC	N	741	53.85	AE014613_1066996_1067736 [CDS]	Salmonella enterica subsp. enterica serovar
ruvC	N	522	55.36	AE014613_1067773_1068294 [CDS]	Salmonella enterica subsp. enterica serovar
yebB	N	600	48.67	AE014613_1068296_1068895 [CDS]	Salmonella enterica subsp. enterica serovar
t0981	N	675	39.85	AE014613_1069123_1069797 [CDS]	Salmonella enterica subsp. enterica serovar
ruvA	N	612	55.39	AE014613_1070157_1070768 [CDS]	Salmonella enterica subsp. enterica serovar
ruvB	N	1011	56.97	AE014613_1070777_1071787 [CDS]	Salmonella enterica subsp. enterica serovar
yebI	N	786	55.22	AE014613_1071866_1072651 [CDS]	Salmonella enterica subsp. enterica serovar
znuC	N	756	53.04	AE014613_1072648_1073403 [CDS]	Salmonella enterica subsp. enterica serovar
yebL	N	960	50.42	AE014613_1073467_1074426 [CDS]	Salmonella enterica subsp. enterica serovar
yebA	N	1320	54.47	AE014613_1074442_1075761 [CDS]	Salmonella enterica subsp. enterica serovar
msbB	N	972	52.57	AE014613_1075878_1076849 [CDS]	Salmonella enterica subsp. enterica serovar
pykA	N	1443	54.68	AE014613_1076922_1078364 [CDS]	Salmonella enterica subsp. enterica serovar
hexR	N	870	51.15	AE014613_1078488_1079357 [CDS]	Salmonella enterica subsp. enterica serovar
zwf	N	1476	53.46	AE014613_1079699_1081174 [CDS]	Salmonella enterica subsp. enterica serovar
edd	N	1812	55.85	AE014613_1081409_1083220 [CDS]	Salmonella enterica subsp. enterica serovar
t0993	N	642	58.10	AE014613_1083258_1083899 [CDS]	Salmonella enterica subsp. enterica serovar
purT	N	1179	56.83	AE014613_1083999_1085177 [CDS]	Salmonella enterica subsp. enterica serovar
yebG	N	291	52.23	AE014613_1085308_1085598 [CDS]	Salmonella enterica subsp. enterica serovar
yebF	N	354	54.24	AE014613_1085666_1086019 [CDS]	Salmonella enterica subsp. enterica serovar
yebE	N	660	52.88	AE014613_1086113_1086772 [CDS]	Salmonella enterica subsp. enterica serovar
opdB	N	2052	51.17	AE014613_1086986_1089037 [CDS]	Salmonella enterica subsp. enterica serovar
exoX	N	699	51.93	AE014613_1089074_1089772 [CDS]	Salmonella enterica subsp. enterica serovar
t1000	N	657	53.12	AE014613_1089796_1090452 [CDS]	Salmonella enterica subsp. enterica serovar
holE	N	231	52.38	AE014613_1090560_1090790 [CDS]	Salmonella enterica subsp. enterica serovar
t1002	N	381	52.49	AE014613_1090922_1091302 [CDS]	Salmonella enterica subsp. enterica serovar
t1003	N	876	52.28	AE014613_1091303_1092178 [CDS]	Salmonella enterica subsp. enterica serovar
t1004	N	354	52.54	AE014613_1092195_1092548 [CDS]	Salmonella enterica subsp. enterica serovar
t1005	N	117	41.88	AE014613_1092609_1092725 [CDS]	Salmonella enterica subsp. enterica serovar
t1009	N	228	49.12	AE014613_1093704_1093931 [CDS]	Salmonella enterica subsp. enterica serovar
t1010	N	174	44.83	AE014613_1094075_1094248 [CDS]	Salmonella enterica subsp. enterica serovar
